country,symbol,tag
argentina,AAPL,apple-inc.
argentina,AGRO,agrometal
argentina,AIG,american-international-group-inc
argentina,ALUA,aluar
argentina,AMZN,amazon.com-ba
argentina,APBR,petrobras-on?cid=13303
argentina,APBRA,petrobras-pn?cid=962554
argentina,ARCO,arcos-dorados-holdings-inc?cid=1129360
argentina,ARNC,alcoa-inc.
argentina,AUSO,autopistas-sol
argentina,AUY,yamana-gold-drc
argentina,AXP,american-express-co-ba
argentina,BABA,alibaba-cedear
argentina,BAC,bank-of-america-corp
argentina,BBAR,frances
argentina,BBD,banco-bradesco
argentina,BBV,banco-bilbao-vizcaya-argentaria
argentina,BHIP,bco-hipotecari
argentina,BHP,bhp-ltd
argentina,BMA,macro
argentina,BMY,bristol-myers-squibb-co.
argentina,BOLT,boldt
argentina,BPAT,bco-patagonia
argentina,BRFS,brf
argentina,BRIO,b-santander-ri
argentina,BRIO6,banco-santander-rio-sa
argentina,BSBR,banco-santander-brasil-sa-ba
argentina,BYMA,bolsas-y-mercados-argentinos-sa
argentina,C,citigroup-incorporated
argentina,CADO,carlos-casado
argentina,CAPU,caputo
argentina,CAPX,capex
argentina,CARC,carboclor
argentina,CAT,caterpillar-inc-ar
argentina,CECO2,central-costan
argentina,CELU,celulosa
argentina,CEPU,central-puerto
argentina,CGPA2,camuzzi
argentina,CHL,china-mobile-ar
argentina,CL,colgate-palmolive-company
argentina,COLO,colorin
argentina,COME,comer-del-plat
argentina,CRES,cresud
argentina,CSCO,cisco-systems
argentina,CTIO,consultatio-s.
argentina,CVH,cablevision
argentina,CVX,chevron-corp-ar
argentina,DD,du-pont-de-nemours---company
argentina,DGCU2,ecogas
argentina,DISN,walt-disney-company
argentina,DOME,domec-compania-de-artefactos-domest
argentina,DYCA,dycasa
argentina,EDLH,edesal
argentina,EDN,edenor
argentina,EDSH,edesa
argentina,EMDE,empresa-distribuidora-electrica
argentina,ESME,bodegas-esmeralda-sa
argentina,FERR,ferrum
argentina,FIPL,fiplasto
argentina,GAMI,boldt-gaming
argentina,GARO,garovaglio
argentina,GBAN,gas-natural
argentina,GCLA,grupo-clarin
argentina,GE,general-electric-co.
argentina,GGAL,gp-fin-galicia
argentina,GGB,gerdau-drc
argentina,GOLD,barrick-gold
argentina,GOOGL,google-inc?cid=962559
argentina,GRIM,grimoldi
argentina,HARG,juan-minetti
argentina,HAVA,havanna-sa
argentina,HD,home-depot-inc.
argentina,HMC,honda-motor-co-ltd-ba
argentina,HPQ,hewlett-packard
argentina,IBM,international-business-machines
argentina,INAG,insumos-agroquimicos-sa
argentina,INDU,indupa
argentina,INTC,intel-ar
argentina,INTR,compania-introductora-buenos-aires
argentina,INVJ,inversora-juramento
argentina,IRCP,alto-palermo
argentina,IRSA,irsa
argentina,JNJ,johnson---johnson-co
argentina,JPM,jpmorgan-chase---co.
argentina,KMB,kimberly-clark-corp.
argentina,KO,coca-cola-co-ba
argentina,LEDE,ledesma
argentina,LMT,lockheed-martin-corp
argentina,LOMA,loma-negra-ba
argentina,LOMAH,loma-negra-ba?cid=1055994
argentina,LONG,longvie
argentina,MCD,mcdonald-corp
argentina,MELI,mercadolibre-inc
argentina,MERA,meranol-saci
argentina,METR,metrogas
argentina,MIRG,mirgor
argentina,MMM,3m-co-drc
argentina,MOLA,molinos-agro
argentina,MOLI,molinos
argentina,MORI,morixe
argentina,MRK,merck---co-inc.
argentina,MSFT,microsoft-corp-ar
argentina,NEM,newmont-mining-drc
argentina,NGG,national-grid-ar
argentina,NKE,nike-inc
argentina,NOKA,nokia
argentina,NVS,novartis-drc
argentina,OEST,con-del-oeste
argentina,OGZD,gazprom-oao
argentina,OVOP,ovoprot-international-sa
argentina,PAMP,pampa-energia
argentina,PATA,i-y-e-de-la-pa
argentina,PATY,quickfood
argentina,PEP,pepsico-inc
argentina,PFE,pfizer-inc.-ar
argentina,PG,procter---gamble
argentina,PGR,andes-energia-plc?cid=992998
argentina,PHG,koninklijke-philips-electronics
argentina,POLL,polledo
argentina,PSUR,pet.del-conosu
argentina,PTR,petrochina-co
argentina,RDS,royal-dutch-shell-a-ar
argentina,RICH,laboratorios-richmond
argentina,RIGO,rigolleau
argentina,ROSE,inst-rosembusc
argentina,SAMI,san-miguel
argentina,SAP,sap-ag-drc
argentina,SEMI,moli-juan-semi
argentina,SID,ternium-argentina
argentina,SIEGY,siemens-a.g.
argentina,SNE,sony-corp-ar
argentina,SUPV,grupo-supervielle-sa
argentina,T,at-t-inc.
argentina,TECO2,telecom
argentina,TEF,telefonica?cid=13370
argentina,TGLT,tglt-sa
argentina,TGNO4,tran-gas-norte
argentina,TGSU2,tran-gas-del-s
argentina,TM,toyota-motor
argentina,TOT,total-cedear
argentina,TRAN,transener
argentina,TS,tenaris?cid=13302
argentina,TXAR,siderar
argentina,TXR,ternium-sa-ba
argentina,UN,unilever-nv-cedear
argentina,VALE,vale
argentina,VALO,grupo-financiero-valores
argentina,VZ,verizon-communications-inc.
argentina,WMT,wal-mart-stores-inc
argentina,YPFD,ypf-sociedad
australia,1AG,carbon-conscious-ltd
australia,3PL,3p-learning-ltd
australia,88E,tangiers-petroleum-ltd
australia,8CO,8common-ltd
australia,8IH,8i-holdings-ltd
australia,A1M,intrepid-mines-limited
australia,A2B,cabcharge-aust
australia,A2M,a2-corp?cid=949806
australia,A4N,augur-resources
australia,AAC,aus-agricul
australia,AAJ,aruma-resources-ltd
australia,AAP,australian-agri-projects
australia,AAR,anglo-australian-resources-nl
australia,AAU,adcorp-australia-ltd
australia,AB1,animoca-brands-corporation-ltd
australia,ABA,wide-bat-aust
australia,ABC,adelaide-brighton
australia,ABL,abilene-oil-and-gas-ltd
australia,ABP,abacus-prop
australia,ABV,advanced-braking-technology
australia,ABX,australian-bauxite-ltd
australia,AC8,tw-holdings-ltd
australia,ACB,a-cap-resources-ltd
australia,ACQ,acorn-capital-invest-fund
australia,ACR,acrux
australia,ACW,actinogen-ltd
australia,AD8,audinate-group-ltd
australia,ADA,adacel-tech-ltd
australia,ADH,adairs-ltd
australia,ADI,industria-staple
australia,ADJ,adslot-ltd
australia,ADN,adelaide-resources-ltd
australia,ADO,anteo-fpo
australia,ADT,adriatic-metals-plc
australia,ADV,stratos-resources-ltd
australia,ADX,adx-energy-ltd
australia,ADY,admiralty-resources-nl
australia,AEB,algae.tec-ltd
australia,AEE,aura-energy-ltd
australia,AEF,australian-ethical-invest
australia,AEI,aeris-environmental-ltd
australia,AEV,minemakers-ltd
australia,AFA,asf-group-ltd
australia,AFG,australian-finance-group-ltd
australia,AFI,aust-foundation
australia,AFL,navigator-resources-ltd
australia,AFR,african-energy-resources-ltd
australia,AGD,austral-gold-ltd
australia,AGE,alligator-energy-ltd
australia,AGG,anglo-gold-cdi
australia,AGH,althea-group-holdings
australia,AGI,ainsworth-game-technology-ltd
australia,AGL,agl-energy
australia,AGR,aguia-resources-ltd
australia,AGS,alliance-rsc
australia,AGY,argosy-minerals-ltd
australia,AHK,ark-mines-ltd
australia,AHL,int-corporation-ltd
australia,AHY,asaleo-care
australia,AHZ,admedus-fpo
australia,AIA,akl-airport?cid=14232
australia,AIR,astivita-ltd
australia,AIV,activex-ltd
australia,AIZ,air-new-zealand
australia,AJC,acacia-coal-ltd
australia,AJJ,asian-american-medical-group
australia,AJL,aj-lucas-group
australia,AJM,altura-mining-ltd
australia,AJQ,armour-energy-ltd
australia,AJX,alexium-international-group
australia,AKG,academies-australasia-group
australia,AKM,aspire-mining
australia,AKN,chinalco-yunnan-copper-rsrc
australia,AKP,audiopixel
australia,ALF,australian-leaders-fund-ltd
australia,ALG,ardent-leisure
australia,ALK,alkane-resources-ltd
australia,ALL,aristocrat-leisure-limited
australia,ALQ,als-ltd
australia,ALT,analytica-ltd
australia,ALU,altium-ltd
australia,ALX,macquarie-atlas-roads-group
australia,ALY,alchemy-resources-ltd
australia,AMA,ama-group-f
australia,AMB,ambition-group-ltd
australia,AMC,amcor-limited
australia,AME,enterprise-uranium-ltd
australia,AMG,eumeralla-resources-ltd
australia,AMH,amcil-ltd
australia,AMI,aurelia-metals
australia,AML,aeon-metals-ltd
australia,AMO,ambertech-ltd
australia,AMP,amp-limited
australia,AMS,atomos
australia,ANG,austin-engineering
australia,ANL,burey-gold-ltd
australia,ANN,ansell-limited
australia,ANO,antaria-ltd
australia,ANP,antisense-therapeutics-ltd
australia,ANQ,anaeco-ltd
australia,ANR,anatara-lifesciences-ltd
australia,ANW,aus-tin-mining-ltd
australia,ANZ,australia---nz-banking-grp-ltd
australia,AOF,australian-unity-office-fund
australia,AOG,fkp-prop-grp
australia,AOK,austex-oil-ltd
australia,AON,apollo-minerals-ltd
australia,AOP,apollo-consolidated-ltd
australia,AOU,auroch-minerals-nl
australia,AOW,american-patriot-oil-gas
australia,APA,apa-group
australia,APC,goldphyre-resources-ltd
australia,APD,apn-prop
australia,APE,ap-eagers
australia,APG,austpac-resources-nl
australia,APH,alchemia-fp
australia,API,aust-pharma
australia,APT,afterpay-holdings-ltd
australia,APW,macarthurcook
australia,APX,appen-ltd
australia,APZ,aspen-group
australia,AQC,australian-pacific-coal-ltd
australia,AQD,ausquest-ltd
australia,AQG,alacer-gold-cdi
australia,AQR,convenience-retail-reit
australia,AQS,discovery-resources-ltd
australia,AQZ,alliance-av
australia,ARA,ariadne-australia-ltd
australia,ARB,arb-corp
australia,ARD,argent-minerals-ltd
australia,ARE,argonaut-resources-n-l
australia,ARF,arena-group
australia,ARG,argo-inv
australia,ARM,aurora-minerals-ltd
australia,ARO,astro-resources-nl
australia,ARQ,melbourne-it
australia,ARU,arafura-resources-ltd
australia,ARV,artemis-resources-ltd
australia,ASB,austal-ltd
australia,ASG,autosports-group-ltd
australia,ASH,ashley-services-group-ltd
australia,AST,sp-ausnet-staple
australia,ASX,australian-stock-exchange-ltd
australia,ATA,hazelwood-resources-ltd
australia,ATC,altech-chemicals-ltd
australia,ATH,prana-fpo
australia,ATL,apollo-tourism-leisure-ltd
australia,ATP,atlas-pearls-and-perfumes
australia,ATR,astron
australia,ATS,australis-oil---gas-ltd
australia,ATU,atrum-coal-fpo
australia,ATX,innate-immunotherapeutics
australia,AU8,ttn-energy
australia,AUB,austbrokers-hldg
australia,AUC,ausgold-ltd
australia,AUI,aust-utd-inv
australia,AUQ,alara-resources-ltd
australia,AUR,rni
australia,AUZ,australian-mines-ltd
australia,AV1,fortunis-resources-ltd
australia,AVC,yonder---beyond-group-ltd
australia,AVE,phosphagenics
australia,AVG,australian-vintage-ltd
australia,AVH,avita-medical
australia,AVJ,avjennings
australia,AVN,aventus-retail-property-fund
australia,AVZ,avz-minerals-ltd
australia,AWC,alumina-limited
australia,AWN,arowana-international-ltd
australia,AWV,anova-metals-ltd
australia,AX1,rcg-corp
australia,AXE,archer-exploration-ltd
australia,AXI,axiom-properties-ltd
australia,AYM,australia-united-mining-ltd
australia,AYS,amaysim-australia-ltd
australia,AZI,energia-minerals-ltd
australia,AZJ,aurizon-holdings
australia,AZM,azumah-resources-ltd
australia,AZS,azure-minerals-ltd
australia,AZT,moko-media
australia,AZV,azure-healthcare-ltd
australia,AZY,antipa-minerals-ltd
australia,BAF,blue-sky-alternatives-access
australia,BAL,bellamys-australia-ltd
australia,BAP,burson-group-ltd
australia,BAR,barra-resources-ltd
australia,BAS,bass-strait-oil-co-ltd
australia,BAU,bauxite-resources-ltd
australia,BBC,goldfields-money-ltd
australia,BBL,brisbane-broncos-ltd
australia,BBN,baby-bunting-group-ltd
australia,BBR,bora-bora-resources-ltd
australia,BBX,bbx-minerals-ltd
australia,BCI,bc-iron-ltd
australia,BCK,brockman-mining-ltd
australia,BCL,cockatoo-coal
australia,BCN,beacon-minerals-ltd
australia,BCT,bluechiip-ltd
australia,BDI,blina-minerals-nl
australia,BEN,bendigo-bk
australia,BFG,bell-financial-group
australia,BGA,bega-cheese-ltd
australia,BGL,draig-resources-ltd
australia,BHP,bhp-billiton-limited
australia,BID,cove-resources-ltd
australia,BIN,bingo-industries-pty-ltd
australia,BIR,ferrowest-ltd
australia,BIS,bisalloy-steel-group-ltd
australia,BIT,biotron-ltd
australia,BKI,brickworks-inv
australia,BKL,blackmores-lab
australia,BKW,brickworks
australia,BKY,berkeley-resources-limited
australia,BLA,blue-sky-alternative-inv
australia,BLD,boral-limited
australia,BLG,bluglass-ltd
australia,BLK,blackham-resources-ltd
australia,BLT,benitec-biopharma-ltd
australia,BLU,blue-energy-ltd
australia,BLV,neptune-marine-services
australia,BLX,beacon-lighting-group-ltd
australia,BLY,boart-longyear
australia,BMG,bmg-resources-ltd
australia,BMN,bannerman-rsc
australia,BNL,antares-energy-ltd
australia,BNO,bionomics-f
australia,BNR,bulletin-resources-ltd
australia,BOA,boadicea-resources-ltd
australia,BOC,bougainville
australia,BOE,boss-resources-ltd
australia,BOL,boom-logistics
australia,BOQ,bk-of-queensland
australia,BOT,bone-medical-ltd
australia,BPH,bph-energy-ltd
australia,BPL,broken-hill-prospecting-ltd
australia,BPP,im-medical-ltd
australia,BPT,beach-petro
australia,BRB,breaker-resources-nl
australia,BRG,breville-group
australia,BRK,red-fork-energy
australia,BRL,bathurst-res?cid=14584
australia,BRN,aziana-ltd
australia,BRU,buru-energy-ltd
australia,BRV,crusader-resources-ltd
australia,BSA,bsa-ltd
australia,BSE,base-resources-ltd
australia,BSL,bluescope-steel-limited
australia,BSM,bass-metals-ltd
australia,BSP,black-star-petroleum-ltd
australia,BSR,bassari-resources-ltd
australia,BST,barrack-st-investments-ltd
australia,BTC,biotech-capital-ltd
australia,BTH,bigtincan-holdings-ltd
australia,BTI,bailador-technology-inv
australia,BUB,bubs-australia-ltd
australia,BUG,buderim-ginger-ltd
australia,BUX,buxton-resources-ltd
australia,BUY,bounty-oil-and-gas-nl
australia,BVS,bravura-solutions-ltd
australia,BWF,blackwall-property-funds-ltd
australia,BWP,bwp-trust
australia,BWX,bwx-ltd
australia,BXB,brambles
australia,BXN,bioxyne-ltd
australia,BYE,byron-energy-ltd
australia,BYI,beyond-int
australia,CAA,capral-alum-
australia,CAD,caeneus-minerals-ltd
australia,CAF,centrepoint-alliance-ltd
australia,CAJ,capitol-h-f
australia,CAM,clime-capital-ltd
australia,CAN,cann-group-ltd
australia,CAP,carpentaria-exploration-ltd
australia,CAR,carsales.com-ltd
australia,CAT,catapult-group-international
australia,CAV,carnavale-resources-ltd
australia,CAY,canyon-resources-ltd
australia,CAZ,cazaly-resources-ltd
australia,CBA,commonwealth-bank-of-australia
australia,CCE,carnegie-wave-energy-ltd
australia,CCJ,county-coal-ltd
australia,CCL,coca-cola-amatil-limited
australia,CCP,credit-corp
australia,CCV,cash-converters
australia,CCX,speciality-fashn
australia,CCZ,castillo-copper-ltd
australia,CDA,codan
australia,CDD,cardno
australia,CDG,cleveland-mining-co-ltd
australia,CDM,cadence-capital-ltd
australia,CDP,carindale
australia,CDT,castle-minerals-ltd
australia,CDU,cudeco
australia,CDV,cardinal-resources-ltd
australia,CDX,atcor-medical-holdings-ltd
australia,CDY,cellmid-ltd
australia,CE1,rialto-energy
australia,CEL,challenger-energy-ltd
australia,CEN,contact-energy-ltd
australia,CFE,cape-lambert-res-ltd
australia,CGC,costa-group-holdings-ltd
australia,CGF,challenger-fin-services-grp-ltd
australia,CGL,citadel-group-ltd
australia,CGN,crater-gold-mining-ltd
australia,CGO,cpt-global-ltd
australia,CGR,cml-group-ltd
australia,CGS,cogstate-ltd
australia,CHC,charter-hall
australia,CHN,chalice-gold-mines
australia,CHR,chalmers-ltd
australia,CHZ,chesser-resources
australia,CIA,champion-iron-ltd
australia,CII,ci-resources-ltd
australia,CIM,leighton-holdings-limited
australia,CIN,carlton-inv
australia,CIP,360-capital
australia,CIW,clime-investment-management
australia,CKA,cokal-ltd
australia,CKF,collins-fd
australia,CL1,class-ltd
australia,CL8,collaborate-corporation-ltd
australia,CLF,aberdeen-leaders-ltd
australia,CLH,coll-house
australia,CLQ,clean-teq-holdings-ltd
australia,CLT,cellnet-group-ltd
australia,CLV,clover-corporation-ltd
australia,CLW,charter-hall-long-wale-reit
australia,CLX,cti-logist
australia,CLZ,classic-minerals-ltd
australia,CM8,crowd-mobile
australia,CMA,centuria-metropolitan-reit
australia,CMC,china-magnesium-corporation
australia,CMD,gulf-industrials-ltd
australia,CML,krucible-metals-ltd
australia,CMM,malagasy-minerals-ltd
australia,CMP,compumedics-ltd
australia,CMW,cromwell-corp
australia,CNI,centuria-fpo
australia,CNU,chorus?cid=14585
australia,COE,cooper-energy
australia,COG,armidale-investment-corp
australia,COH,cochlear-limited
australia,COI,comet-ridge-ltd
australia,COL,coles-group-ltd
australia,COO,corum-group-ltd
australia,COY,coppermoly-ltd
australia,CPU,computershare-limited
australia,CQE,aust-edu
australia,CQR,charter-hall-retail-reit
australia,CRB,carbine-resources-ltd
australia,CRL,comet-resources-ltd
australia,CRN,coronado-global-resources
australia,CSD,consolidated-tin-mines-ltd
australia,CSE,copper-strike-ltd
australia,CSL,csl-limited
australia,CSR,csr-limited
australia,CSS,clean-seas-tuna-ltd
australia,CSV,csg-limited
australia,CT1,agenix-ltd
australia,CTD,corp-trav-f
australia,CTE,cryosite-ltd
australia,CTL,a1-consolidated-gold-ltd
australia,CTM,centaurus-metals-ltd
australia,CTO,citigold-corp
australia,CTP,central-pet
australia,CTX,caltex-australia-limited
australia,CUE,cue-energy-resources
australia,CUL,cullen-resources-ltd
australia,CUP,countplus-ltd
australia,CUV,clinuvel-phrm
australia,CUX,crossland-strategic-metals
australia,CVC,cvc-ltd
australia,CVF,arowana-australasian-value
australia,CVN,carnarvon
australia,CVS,cervantes-corp-ltd
australia,CVT,covata-ltd
australia,CVV,caravel-minerals-ltd
australia,CVW,clearview-wealth-ltd
australia,CWN,crown
australia,CWP,cedar-woods-prop
australia,CWY,transpac-indu-grp
australia,CXM,centrex-metals-ltd
australia,CXO,core-exploration-ltd
australia,CXU,cauldron-energy-ltd
australia,CXX,cradle-resources-ltd
australia,CXZ,connexion-media-ltd
australia,CYC,cyclopharm-ltd
australia,CYG,coventry-grp
australia,CYL,catalyst-metals-ltd
australia,CYM,arc-exploration-ltd
australia,CYP,cynata-therapeutics-ltd
australia,CZI,cassini-resources-ltd
australia,CZN,corazon-mining-ltd
australia,CZR,coziron-resources-ltd
australia,DAU,dampier-gold-ltd
australia,DCC,digital-cc-ltd
australia,DCG,decmil-group
australia,DCN,dacian-gold-ltd
australia,DDD,3d-resources-ltd
australia,DDR,dickerdata
australia,DDT,datadot-technology-ltd
australia,DEG,de-grey-mining-ltd
australia,DFM,dongfang-modern-agriculture-holding
australia,DGH,desane-group-holdings-ltd
australia,DGR,dgr-global-ltd
australia,DHG,domain-australia
australia,DJW,djerriwarrah-inv
australia,DKM,duketon-mining-ltd
australia,DLC,delecta-ltd
australia,DMA,dynasty-resources-ltd
australia,DME,dome-gold-mines-ltd
australia,DMG,dragon-mountain-gold-ltd
australia,DMP,dominos-pizza
australia,DNA,donaco-fpo
australia,DNK,south-boulder-mines
australia,DOW,downer-edi-limited
australia,DRX,diatreme-resources-ltd
australia,DSE,excalibur-mining-corp-ltd
australia,DTI,dti-group-ltd
australia,DTL,data3-ltd
australia,DTM,dart-mining-nl
australia,DTR,dateline-resources-ltd
australia,DTZ,northern-iron
australia,DUB,dubber-corp
australia,DUI,diverse-unit
australia,DVL,dorsavi-ltd
australia,DVN,devine-ltd
australia,DWS,dws-adv-bus-sol
australia,DXS,dexus-property-group
australia,DYL,deep-yellow
australia,E2E,incremental-oil-and-gas-ltd
australia,E88,ibuy-group-fpo
australia,EAR,echo-resources-ltd
australia,EAS,easton-investments-ltd
australia,EAX,energy-act
australia,ECL,cmi-ltd
australia,ECS,axxis-technology-group-ltd
australia,ECT,environmental-clean-tech
australia,ECX,eclipx-group-ltd
australia,ED1,evans-dixon
australia,EDE,eden-energy-ltd
australia,EEG,empire-energy-group-ltd
australia,EER,east-energy-resources
australia,EFE,eastern-iron-ltd
australia,EGG,enero-group-ltd
australia,EGH,eureka-group-holdings-ltd
australia,EGI,ellerston-global-investments
australia,EGL,the-environmental-group-ltd
australia,EGN,engenco-fpo
australia,EGO,empire-oil---gas-nl
australia,EGY,energy-technologies-limited
australia,EHE,estia-health-ltd
australia,EHL,emeco-hldg
australia,EHX,cott-oil-and-gas-ltd
australia,ELD,elders-fpo
australia,ELO,elmo-software-ltd
australia,ELT,elementos-ltd
australia,ELX,ellex-medical-lasers-ltd
australia,EMB,embelton-ltd
australia,EME,energy-metals-ltd
australia,EML,emerchants-ltd
australia,EMR,emerlad-oil---gas-nl
australia,ENB,eneabba-gas-ltd
australia,ENN,elanor-investors-group
australia,ENR,encounter-resources-ltd
australia,ENT,enterprise-metals-ltd
australia,ENX,enegex-nl
australia,EOF,ecofibre-ltd
australia,EOR,enhanced-oil
australia,EOS,electro-optic-systems-holdings
australia,EPA,ephraim-resources-ltd
australia,EPD,empired-ltd
australia,EPM,eclipse-metals-ltd
australia,EPW,erm-power-ltd
australia,EQE,equus-mining-ltd
australia,EQT,equity-trustees
australia,EQX,equatorial-resources
australia,ERA,energy-res
australia,ERF,elanor-retail-property-fund
australia,ERM,emmerson-resources-ltd
australia,ERX,dakota-minerals-ltd
australia,ESR,estrella-resources-ltd
australia,EVE,energy-ventures-ltd
australia,EVN,evolution-mining
australia,EVO,evolve-education-group-ltd
australia,EVT,amalgamated-hld
australia,EVZ,evz-ltd
australia,EWC,energy-wrld-corp
australia,EXL,elixinol-global-ltd
australia,EXO,ag-financial-ltd
australia,EXP,skydive-the-beach-group-ltd
australia,EXR,elixir-petroleum-ltd
australia,EZL,euroz
australia,FAR,far-ltd
australia,FBR,dmy-capital
australia,FBU,fletcher-building-ltd
australia,FCT,crestal-petroleum-ltd
australia,FDM,maverick-drilling
australia,FEX,emergent-resources-ltd
australia,FFG,fatfish-internet-group-ltd
australia,FFI,ffi-holdings-ltd
australia,FGF,first-growth-funds-ltd
australia,FGR,mrl-corporation-ltd
australia,FGX,dly20future-gen
australia,FID,fiducian-group-ltd
australia,FLC,savcor-group
australia,FLN,freelancer-fpo
australia,FLT,flight-centre
australia,FMG,fortescue-metals
australia,FML,focus-minerals-ltd
australia,FMS,flinders-mines
australia,FNP,freedomfgl
australia,FNT,frontier-resources-ltd
australia,FOD,crest-minerals-ltd
australia,FPH,fisher---paykel-healthcare-corp.
australia,FPL,austin-exploration-ltd
australia,FRI,finbar-group-ltd
australia,FRM,farm-pride-foods-ltd
australia,FSA,fsa-group-f
australia,FSF,fonterra-shareholders-fund
australia,FSG,freshtel-holdings-ltd
australia,FSI,flagship-investments-ltd
australia,FTZ,fertoz-ltd
australia,FUN,funtastic
australia,FWD,fleetwood
australia,FXL,flexigroup
australia,FYI,fyi-resources-ltd
australia,FZR,fitzroy-river-corporation
australia,G1A,galena-mining-ltd
australia,GAP,gale-pacific-ltd
australia,GBE,globe-metals---mining
australia,GBI,genera-biosystems-ltd
australia,GBM,gbm-gold-ltd
australia,GBP,global-petroleum-ltd
australia,GBT,gbst-hldgs
australia,GBZ,gbm-resources-ltd
australia,GCR,golden-cross-resources-ltd
australia,GCY,gascoyne-resources-ltd
australia,GDF,garda-diversified-property-fund
australia,GDG,austock-group
australia,GDI,gdi-property-group-ltd
australia,GED,golden-deeps-ltd
australia,GEM,g8-education-ltd
australia,GGE,grand-gulf-energy-ltd
australia,GGG,greenland-minerals-and-energy
australia,GGX,gas2grid-ltd
australia,GID,gidynamics
australia,GLB,globe-international-ltd
australia,GLE,glg-corp-ltd
australia,GLH,global-health-ltd
australia,GLL,galilee-energy-ltd
australia,GLV,baraka-energy---resources
australia,GMA,genworth-fp
australia,GME,gme-resources-ltd
australia,GMG,goodman
australia,GML,gateway-mining-ltd
australia,GMN,gold-mountain-ltd
australia,GMR,golden-rim-resources-ltd
australia,GNC,graincorp
australia,GNE,genesis-energy-ltd
australia,GNG,gr-engineering-services-ltd
australia,GOR,gold-road-resources-ltd
australia,GOW,gowing-bros
australia,GOZ,growthpoint-properties-aus
australia,GPR,geopacific-resources-ltd
australia,GPT,gpt-group
australia,GRB,gage-roads
australia,GRR,grange-resources
australia,GSL,au-dyesol-ltd
australia,GSN,forte-consolidated-ltd
australia,GTE,great-western-exploration
australia,GTG,genetic-technologies-ltd
australia,GTK,gentrack-group-ltd
australia,GTN,gtn-ltd
australia,GTR,gti-resources-ltd
australia,GUD,g.u.d.-hlds
australia,GUL,gullewa-ltd
australia,GVF,global-value-fund-ltd
australia,GWA,gwa-intl
australia,GWR,golden-west-resources
australia,GXY,galaxy-resources-ltd
australia,HAR,haranga-resources-ltd
australia,HAS,hastings-rare-metals-ltd
australia,HAV,havilah-resources-ltd
australia,HAW,hawthorn-resources-ltd
australia,HCH,hot-chili-f
australia,HCT,holista-colltech-ltd
australia,HDX,hughes-drilling-ltd
australia,HDY,elysium-resources-ltd
australia,HE8,new-horizon-coal-ltd
australia,HFR,highfield-resources-ltd
australia,HGL,hudson-investment-group-ltd
australia,HGO,hillgrove-resources
australia,HIL,hills-ind-ltd
australia,HIP,black-mountain-resources-ltd
australia,HLO,jetset-travelworld
australia,HLS,primary-health
australia,HLX,helix-resources
australia,HMX,hammer-metals-ltd
australia,HNG,hgl-ltd
australia,HNR,hannans-reward-ltd
australia,HOG,hawkley-oil-and-gas-ltd
australia,HOR,horseshoe-metals-ltd
australia,HPI,hotelprop-staple
australia,HPR,high-peak-royalties-ltd
australia,HRR,heron-resources
australia,HRZ,intermin-resources-ltd
australia,HSC,antilles-oil-and-gas-nl
australia,HSN,hansen-tec
australia,HT1,apn-news---media-limited
australia,HTA,hutchinson-tel
australia,HUB,hub24-ltd
australia,HUO,huon-aquaculture-group-ltd
australia,HVN,harvey-norman-holdings-limited
australia,HYD,panorama-synergy-ltd
australia,HZN,horizon-oil-ltd
australia,IAB,inabox-group-ltd
australia,IAG,insurance-australia-group-ltd
australia,IAP,investec-australia-property-fund
australia,IBC,ironbark-capital-ltd
australia,IBG,ironbark-zinc-ltd
australia,IBN,disruptive-investment-group
australia,ICG,inca-minerals-ltd
australia,ICN,icon-energy
australia,ICQ,icar-asia-ltd
australia,ICS,icsglobal-ltd
australia,ICT,icollege-ltd
australia,ICU,isentric-ltd
australia,IDA,imx-resources
australia,IDT,idt-australia-ltd
australia,IDX,integral-diagnostics-ltd
australia,IDZ,indoor-skydive-aus-group
australia,IEC,intra-energy-corporation
australia,IEL,idp-education-ltd
australia,IFL,ioof-hldg
australia,IFM,infomedia
australia,IFN,infigen-energy
australia,IGE,foyson-resources-ltd
australia,IGL,ive-group-ltd
australia,IGN,clarius-group-ltd
australia,IGO,independence-grp
australia,IKW,ikwezi-mining-ltd
australia,ILU,iluka-resources-limited
australia,IMA,image-resources-nl
australia,IMC,immuron-ltd
australia,IMD,imdex-limited
australia,IMF,imf-australia-ltd
australia,IMMDC,prima-biomed
australia,IMU,imugene-ltd
australia,INA,ing-real-est
australia,IND,indus-energy-nl
australia,ING,inghams-group-ltd
australia,INP,bps-technology-ltd
australia,INR,global-geoscience-ltd
australia,INV,australasian-wealth-inv
australia,IPB,ipb-petroleum-ltd
australia,IPC,imperial-pacific-ltd
australia,IPD,impedimed-ltd
australia,IPH,iph-ltd
australia,IPL,incitec-pivot
australia,IPT,impact-minerals-ltd
australia,IRD,iron-road-f
australia,IRE,iress-mrkt-tech
australia,IRI,integrated-research
australia,IRL,india-resources-ltd
australia,ISD,isentia-group-ltd
australia,ISU,iselect-ltd
australia,ISX,isignthis-ltd
australia,IVC,invocare
australia,IVO,invigor-group-ltd
australia,IVR,investigator-resources-ltd
australia,IVX,invion-ltd
australia,JAL,jameson-resources-ltd
australia,JAN,hjb-corporation-ltd
australia,JBH,jb-hi-fi
australia,JHC,japara-fpo
australia,JHG,henderson-group-plc.
